episode_id,source_group,source_path,stem,format,obs_shape,obs_dim,num_steps,action_min,action_max,layout,partner,seed,agent_index,role_swap,reward_sum,num_deliveries,first_delivery_t,last_delivery_t,stay_ratio,interact_ratio,has_npz,has_pkl,has_metadata_json,has_layout_file,quality_flags,quality_tier,usable_for_bc,usable_for_environment_rollout
large_room_20260520_112052_0,Deep_Dynamite,data\Deep_Dynamite\Grabaciones\large_room_20260520_112052.npz,large_room_20260520_112052,npz,"(250, 96)",96,250,0,5,large_room,unknown,67,1,False,0.0,0.0,-1,-1,0.616,0.128,True,True,True,False,zero_reward|long_repeat_81,C,True,True
large_room_20260520_112211_0,Deep_Dynamite,data\Deep_Dynamite\Grabaciones\large_room_20260520_112211.npz,large_room_20260520_112211,npz,"(250, 96)",96,250,0,5,large_room,unknown,67,1,False,40.0,2.0,108,183,0.372,0.132,True,True,True,False,ok,A,True,True
simple_tomato_20260520_112339_0,Deep_Dynamite,data\Deep_Dynamite\Grabaciones\simple_tomato_20260520_112339.npz,simple_tomato_20260520_112339,npz,"(250, 96)",96,250,0,5,simple_tomato,unknown,67,1,False,20.0,1.0,178,178,0.548,0.152,True,True,True,False,ok,B,True,True
simple_tomato_20260520_114659_0,Deep_Dynamite,data\Deep_Dynamite\Grabaciones\simple_tomato_20260520_114659.npz,simple_tomato_20260520_114659,npz,"(250, 96)",96,250,0,5,simple_tomato,unknown,67,1,False,0.0,0.0,-1,-1,0.652,0.12,True,True,True,False,zero_reward,C,True,True
small_corridor_20260520_112832_0,Deep_Dynamite,data\Deep_Dynamite\Grabaciones\small_corridor_20260520_112832.npz,small_corridor_20260520_112832,npz,"(250, 96)",96,250,0,5,small_corridor,unknown,67,1,False,0.0,0.0,-1,-1,0.388,0.036,True,True,True,False,zero_reward,C,True,True
small_corridor_20260520_112938_0,Deep_Dynamite,data\Deep_Dynamite\Grabaciones\small_corridor_20260520_112938.npz,small_corridor_20260520_112938,npz,"(250, 96)",96,250,0,5,small_corridor,unknown,67,1,False,20.0,1.0,176,176,0.368,0.1,True,True,True,False,ok,B,True,True
soup_coordination_20260520_113102_0,Deep_Dynamite,data\Deep_Dynamite\Grabaciones\soup_coordination_20260520_113102.npz,soup_coordination_20260520_113102,npz,"(250, 96)",96,250,0,5,soup_coordination,unknown,67,1,False,110.0,5.5,105,105,0.512,0.16,True,True,True,False,ok,A,True,True
soup_coordination_20260520_113344_0,Deep_Dynamite,data\Deep_Dynamite\Grabaciones\soup_coordination_20260520_113344.npz,soup_coordination_20260520_113344,npz,"(250, 96)",96,250,0,5,soup_coordination,unknown,67,1,False,220.0,11.0,160,232,0.368,0.2,True,True,True,False,ok,A,True,True
asymmetric_advantages_20260524_124643_0,DeepMindset,data\DeepMindset\demonstrations\asymmetric_advantages_20260524_124643.npz,asymmetric_advantages_20260524_124643,npz,"(250, 96)",96,250,0,5,asymmetric_advantages,unknown,67,1,False,20.0,1.0,211,211,0.696,0.092,True,True,True,False,ok,B,True,True
asymmetric_advantages_20260524_124757_0,DeepMindset,data\DeepMindset\demonstrations\asymmetric_advantages_20260524_124757.npz,asymmetric_advantages_20260524_124757,npz,"(250, 96)",96,250,0,5,asymmetric_advantages,unknown,67,1,False,20.0,1.0,194,194,0.684,0.068,True,True,True,False,ok,B,True,True
asymmetric_advantages_20260524_124902_0,DeepMindset,data\DeepMindset\demonstrations\asymmetric_advantages_20260524_124902.npz,asymmetric_advantages_20260524_124902,npz,"(250, 96)",96,250,0,5,asymmetric_advantages,unknown,67,1,False,40.0,2.0,126,215,0.612,0.092,True,True,True,False,ok,A,True,True
coordination_ring_20260524_125037_0,DeepMindset,data\DeepMindset\demonstrations\coordination_ring_20260524_125037.npz,coordination_ring_20260524_125037,npz,"(250, 96)",96,250,0,5,coordination_ring,unknown,67,1,False,60.0,3.0,115,173,0.588,0.072,True,True,True,False,ok,A,True,True
coordination_ring_20260524_125155_0,DeepMindset,data\DeepMindset\demonstrations\coordination_ring_20260524_125155.npz,coordination_ring_20260524_125155,npz,"(250, 96)",96,250,0,5,coordination_ring,unknown,67,1,False,20.0,1.0,205,205,0.66,0.06,True,True,True,False,ok,B,True,True
counter_circuit_20260524_125327_0,DeepMindset,data\DeepMindset\demonstrations\counter_circuit_20260524_125327.npz,counter_circuit_20260524_125327,npz,"(250, 96)",96,250,0,5,counter_circuit,unknown,67,1,False,0.0,0.0,-1,-1,0.66,0.036,True,True,True,False,zero_reward,C,True,True
counter_circuit_20260524_125438_0,DeepMindset,data\DeepMindset\demonstrations\counter_circuit_20260524_125438.npz,counter_circuit_20260524_125438,npz,"(250, 96)",96,250,0,5,counter_circuit,unknown,67,1,False,0.0,0.0,-1,-1,0.62,0.048,True,True,True,False,zero_reward,C,True,True
counter_circuit_20260524_125601_0,DeepMindset,data\DeepMindset\demonstrations\counter_circuit_20260524_125601.npz,counter_circuit_20260524_125601,npz,"(250, 96)",96,250,0,5,counter_circuit,unknown,67,1,False,0.0,0.0,-1,-1,0.568,0.064,True,True,True,False,zero_reward,C,True,True
cramped_room_20260524_124151_0,DeepMindset,data\DeepMindset\demonstrations\cramped_room_20260524_124151.npz,cramped_room_20260524_124151,npz,"(250, 96)",96,250,0,5,cramped_room,unknown,67,1,False,100.0,5.0,40,240,0.672,0.068,True,True,True,False,ok,A,True,True
cramped_room_20260524_124325_0,DeepMindset,data\DeepMindset\demonstrations\cramped_room_20260524_124325.npz,cramped_room_20260524_124325,npz,"(250, 96)",96,250,0,5,cramped_room,unknown,67,1,False,0.0,0.0,-1,-1,0.64,0.068,True,True,True,False,zero_reward,C,True,True
forced_coordination_20260524_125713_0,DeepMindset,data\DeepMindset\demonstrations\forced_coordination_20260524_125713.npz,forced_coordination_20260524_125713,npz,"(250, 96)",96,250,0,5,forced_coordination,unknown,67,1,False,0.0,0.0,-1,-1,0.796,0.076,True,True,True,False,zero_reward|long_repeat_61,C,True,True
forced_coordination_20260524_125831_0,DeepMindset,data\DeepMindset\demonstrations\forced_coordination_20260524_125831.npz,forced_coordination_20260524_125831,npz,"(250, 96)",96,250,0,5,forced_coordination,unknown,67,1,False,80.0,4.0,106,237,0.58,0.16,True,True,True,False,ok,A,True,True
large_room_20260524_130004_0,DeepMindset,data\DeepMindset\demonstrations\large_room_20260524_130004.npz,large_room_20260524_130004,npz,"(250, 96)",96,250,0,5,large_room,unknown,67,1,False,80.0,4.0,75,216,0.568,0.08,True,True,True,False,ok,A,True,True
large_room_20260524_130119_0,DeepMindset,data\DeepMindset\demonstrations\large_room_20260524_130119.npz,large_room_20260524_130119,npz,"(250, 96)",96,250,0,5,large_room,unknown,67,1,False,20.0,1.0,103,103,0.528,0.108,True,True,True,False,ok,B,True,True
simple_o_20260524_130253_0,DeepMindset,data\DeepMindset\demonstrations\simple_o_20260524_130253.npz,simple_o_20260524_130253,npz,"(250, 96)",96,250,0,5,simple_o,unknown,67,1,False,100.0,5.0,35,203,0.624,0.088,True,True,True,False,ok,A,True,True
simple_o_20260524_130405_0,DeepMindset,data\DeepMindset\demonstrations\simple_o_20260524_130405.npz,simple_o_20260524_130405,npz,"(250, 96)",96,250,0,5,simple_o,unknown,67,1,False,60.0,3.0,85,228,0.552,0.156,True,True,True,False,ok,A,True,True
simple_tomato_20260524_130550_0,DeepMindset,data\DeepMindset\demonstrations\simple_tomato_20260524_130550.npz,simple_tomato_20260524_130550,npz,"(250, 96)",96,250,0,5,simple_tomato,unknown,67,1,False,0.0,0.0,-1,-1,0.668,0.12,True,True,True,False,zero_reward,C,True,True
simple_tomato_20260524_130701_0,DeepMindset,data\DeepMindset\demonstrations\simple_tomato_20260524_130701.npz,simple_tomato_20260524_130701,npz,"(250, 96)",96,250,0,5,simple_tomato,unknown,67,1,False,20.0,1.0,67,67,0.556,0.144,True,True,True,False,ok,B,True,True
small_corridor_20260524_130937_0,DeepMindset,data\DeepMindset\demonstrations\small_corridor_20260524_130937.npz,small_corridor_20260524_130937,npz,"(250, 96)",96,250,0,5,small_corridor,unknown,67,1,False,20.0,1.0,183,183,0.496,0.076,True,True,True,False,ok,B,True,True
small_corridor_20260524_131048_0,DeepMindset,data\DeepMindset\demonstrations\small_corridor_20260524_131048.npz,small_corridor_20260524_131048,npz,"(250, 96)",96,250,0,5,small_corridor,unknown,67,1,False,0.0,0.0,-1,-1,0.488,0.1,True,True,True,False,zero_reward,C,True,True
soup_coordination_20260524_131209_0,DeepMindset,data\DeepMindset\demonstrations\soup_coordination_20260524_131209.npz,soup_coordination_20260524_131209,npz,"(250, 96)",96,250,0,5,soup_coordination,unknown,67,1,False,220.0,11.0,123,179,0.656,0.148,True,True,True,False,ok,A,True,True
soup_coordination_20260524_131317_0,DeepMindset,data\DeepMindset\demonstrations\soup_coordination_20260524_131317.npz,soup_coordination_20260524_131317,npz,"(250, 96)",96,250,0,5,soup_coordination,unknown,67,1,False,78.0,3.9,78,78,0.544,0.152,True,True,True,False,ok,A,True,True
asymmetric_advantages_20260524_150523_0,data,data\DeepN\asymmetric_advantages_20260524_150523.npz,asymmetric_advantages_20260524_150523,npz,"(250, 96)",96,250,0,5,asymmetric_advantages,unknown,67,1,False,40.0,2.0,172,188,0.424,0.112,True,True,True,False,ok,A,True,True
asymmetric_advantages_20260524_150636_0,data,data\DeepN\asymmetric_advantages_20260524_150636.npz,asymmetric_advantages_20260524_150636,npz,"(250, 96)",96,250,0,5,asymmetric_advantages,unknown,67,1,False,40.0,2.0,57,189,0.464,0.116,True,True,True,False,ok,A,True,True
coordination_ring_20260524_144657_0,data,data\DeepN\coordination_ring_20260524_144657.npz,coordination_ring_20260524_144657,npz,"(250, 96)",96,250,0,5,coordination_ring,unknown,67,1,False,0.0,0.0,-1,-1,0.62,0.044,True,True,True,False,zero_reward,C,True,True
coordination_ring_20260524_144853_0,data,data\DeepN\coordination_ring_20260524_144853.npz,coordination_ring_20260524_144853,npz,"(250, 96)",96,250,0,5,coordination_ring,unknown,67,1,False,80.0,4.0,139,242,0.58,0.08,True,True,True,False,ok,A,True,True
counter_circuit_20260524_144239_0,data,data\DeepN\counter_circuit_20260524_144239.npz,counter_circuit_20260524_144239,npz,"(250, 96)",96,250,0,5,counter_circuit,unknown,67,1,False,0.0,0.0,-1,-1,0.584,0.064,True,True,True,False,zero_reward,C,True,True
counter_circuit_20260524_144446_0,data,data\DeepN\counter_circuit_20260524_144446.npz,counter_circuit_20260524_144446,npz,"(250, 96)",96,250,0,5,counter_circuit,unknown,67,1,False,0.0,0.0,-1,-1,0.64,0.04,True,True,True,False,zero_reward,C,True,True
cramped_room_20260524_141409_0,data,data\DeepN\cramped_room_20260524_141409.npz,cramped_room_20260524_141409,npz,"(250, 96)",96,250,0,5,cramped_room,unknown,67,1,False,80.0,4.0,40,219,0.704,0.032,True,True,True,False,ok,A,True,True
cramped_room_20260524_143818_0,data,data\DeepN\cramped_room_20260524_143818.npz,cramped_room_20260524_143818,npz,"(250, 96)",96,250,0,5,cramped_room,unknown,67,1,False,0.0,0.0,-1,-1,0.616,0.14,True,True,True,False,zero_reward,C,True,True
forced_coordination_20260524_145047_0,data,data\DeepN\forced_coordination_20260524_145047.npz,forced_coordination_20260524_145047,npz,"(250, 96)",96,250,0,5,forced_coordination,unknown,67,1,False,0.0,0.0,-1,-1,0.564,0.14,True,True,True,False,zero_reward,C,True,True
forced_coordination_20260524_145214_0,data,data\DeepN\forced_coordination_20260524_145214.npz,forced_coordination_20260524_145214,npz,"(250, 96)",96,250,0,5,forced_coordination,unknown,67,1,False,40.0,2.0,114,143,0.624,0.152,True,True,True,False,ok,A,True,True
large_room_20260524_145353_0,data,data\DeepN\large_room_20260524_145353.npz,large_room_20260524_145353,npz,"(250, 96)",96,250,0,5,large_room,unknown,67,1,False,20.0,1.0,124,124,0.568,0.08,True,True,True,False,ok,B,True,True
large_room_20260524_145506_0,data,data\DeepN\large_room_20260524_145506.npz,large_room_20260524_145506,npz,"(250, 96)",96,250,0,5,large_room,unknown,67,1,False,0.0,0.0,-1,-1,0.58,0.112,True,True,True,False,zero_reward,C,True,True
simple_tomato_20260524_145622_0,data,data\DeepN\simple_tomato_20260524_145622.npz,simple_tomato_20260524_145622,npz,"(250, 96)",96,250,0,5,simple_tomato,unknown,67,1,False,0.0,0.0,-1,-1,0.644,0.132,True,True,True,False,zero_reward|long_repeat_63,C,True,True
simple_tomato_20260524_145749_0,data,data\DeepN\simple_tomato_20260524_145749.npz,simple_tomato_20260524_145749,npz,"(250, 96)",96,250,0,5,simple_tomato,unknown,67,1,False,20.0,1.0,81,81,0.652,0.1,True,True,True,False,ok,B,True,True
small_corridor_20260524_145916_0,data,data\DeepN\small_corridor_20260524_145916.npz,small_corridor_20260524_145916,npz,"(250, 96)",96,250,0,5,small_corridor,unknown,67,1,False,0.0,0.0,-1,-1,0.496,0.088,True,True,True,False,zero_reward,C,True,True
small_corridor_20260524_150023_0,data,data\DeepN\small_corridor_20260524_150023.npz,small_corridor_20260524_150023,npz,"(250, 96)",96,250,0,5,small_corridor,unknown,67,1,False,20.0,1.0,138,138,0.348,0.044,True,True,True,False,ok,B,True,True
tutorial_0_20260524_150151_0,data,data\DeepN\tutorial_0_20260524_150151.npz,tutorial_0_20260524_150151,npz,"(250, 96)",96,250,0,5,tutorial_0,unknown,67,1,False,126.0,6.3,103,210,0.632,0.108,True,True,True,False,ok,A,True,True
tutorial_0_20260524_150301_0,data,data\DeepN\tutorial_0_20260524_150301.npz,tutorial_0_20260524_150301,npz,"(250, 96)",96,250,0,5,tutorial_0,unknown,67,1,False,126.0,6.3,99,196,0.628,0.104,True,True,True,False,ok,A,True,True
tutorial_2_20260524_150750_0,data,data\DeepN\tutorial_2_20260524_150750.npz,tutorial_2_20260524_150750,npz,"(250, 96)",96,250,0,5,tutorial_2,unknown,67,1,False,118.0,5.9,94,194,0.532,0.116,True,True,True,False,ok,A,True,True
tutorial_2_20260524_150905_0,data,data\DeepN\tutorial_2_20260524_150905.npz,tutorial_2_20260524_150905,npz,"(250, 96)",96,250,0,5,tutorial_2,unknown,67,1,False,126.0,6.3,113,174,0.608,0.092,True,True,True,False,ok,A,True,True
coordination_ring__greedy_full_task_0,Der_letzte_Zyklus,data\Der_letzte_Zyklus\grabaciones\coordination_ring__greedy_full_task.npz,coordination_ring__greedy_full_task,npz,"(250, 96)",96,250,0,5,coordination_ring,unknown,6702,1,False,80.0,4.0,96,217,0.668,0.044,True,True,True,False,ok,A,True,True
coordination_ring__random_motion_0,Der_letzte_Zyklus,data\Der_letzte_Zyklus\grabaciones\coordination_ring__random_motion.npz,coordination_ring__random_motion,npz,"(250, 96)",96,250,0,5,coordination_ring,unknown,6701,1,False,0.0,0.0,-1,-1,0.864,0.016,True,True,True,False,high_stay|zero_reward|long_repeat_78,D,False,True
counter_circuit__random_motion_0,Der_letzte_Zyklus,data\Der_letzte_Zyklus\grabaciones\counter_circuit__random_motion.npz,counter_circuit__random_motion,npz,"(250, 96)",96,250,0,5,counter_circuit,unknown,6704,1,False,0.0,0.0,-1,-1,0.516,0.056,True,True,True,False,zero_reward,C,True,True
counter_circuit__stay_0,Der_letzte_Zyklus,data\Der_letzte_Zyklus\grabaciones\counter_circuit__stay.npz,counter_circuit__stay,npz,"(250, 96)",96,250,0,5,counter_circuit,unknown,6703,1,False,0.0,0.0,-1,-1,0.512,0.056,True,True,True,False,zero_reward,C,True,True
cramped_room__greedy_full_task_0,Der_letzte_Zyklus,data\Der_letzte_Zyklus\grabaciones\cramped_room__greedy_full_task.npz,cramped_room__greedy_full_task,npz,"(250, 96)",96,250,0,5,cramped_room,unknown,6705,1,False,100.0,5.0,40,225,0.656,0.068,True,True,True,False,ok,A,True,True
cramped_room__stay_0,Der_letzte_Zyklus,data\Der_letzte_Zyklus\grabaciones\cramped_room__stay.npz,cramped_room__stay,npz,"(250, 96)",96,250,0,5,cramped_room,unknown,6706,1,False,0.0,0.0,-1,-1,0.728,0.052,True,True,True,False,zero_reward|long_repeat_133,C,True,True
forced_coordination__random_motion_0,Der_letzte_Zyklus,data\Der_letzte_Zyklus\grabaciones\forced_coordination__random_motion.npz,forced_coordination__random_motion,npz,"(250, 96)",96,250,0,5,forced_coordination,unknown,6707,1,False,0.0,0.0,-1,-1,0.784,0.072,True,True,True,False,zero_reward|long_repeat_73,C,True,True
forced_coordination__stay_0,Der_letzte_Zyklus,data\Der_letzte_Zyklus\grabaciones\forced_coordination__stay.npz,forced_coordination__stay,npz,"(250, 96)",96,250,0,5,forced_coordination,unknown,6708,1,False,0.0,0.0,-1,-1,0.856,0.024,True,True,True,False,high_stay|zero_reward|long_repeat_133,D,False,True
large_room__greedy_full_task_0,Der_letzte_Zyklus,data\Der_letzte_Zyklus\grabaciones\large_room__greedy_full_task.npz,large_room__greedy_full_task,npz,"(250, 96)",96,250,0,5,large_room,unknown,6709,1,False,0.0,0.0,-1,-1,0.748,0.116,True,True,True,False,zero_reward|long_repeat_103,C,True,True
large_room__random_motion_0,Der_letzte_Zyklus,data\Der_letzte_Zyklus\grabaciones\large_room__random_motion.npz,large_room__random_motion,npz,"(250, 96)",96,250,0,5,large_room,unknown,6710,1,False,0.0,0.0,-1,-1,0.772,0.088,True,True,True,False,zero_reward|long_repeat_124,C,True,True
simple_o__greedy_full_task_0,Der_letzte_Zyklus,data\Der_letzte_Zyklus\grabaciones\simple_o__greedy_full_task.npz,simple_o__greedy_full_task,npz,"(250, 96)",96,250,0,5,simple_o,unknown,6712,1,False,100.0,5.0,31,230,0.54,0.08,True,True,True,False,ok,A,True,True
simple_o__stay_0,Der_letzte_Zyklus,data\Der_letzte_Zyklus\grabaciones\simple_o__stay.npz,simple_o__stay,npz,"(250, 96)",96,250,0,5,simple_o,unknown,6711,1,False,60.0,3.0,70,206,0.516,0.172,True,True,True,False,ok,A,True,True
simple_tomato__random_motion_0,Der_letzte_Zyklus,data\Der_letzte_Zyklus\grabaciones\simple_tomato__random_motion.npz,simple_tomato__random_motion,npz,"(250, 96)",96,250,0,5,simple_tomato,unknown,6713,1,False,60.0,3.0,94,242,0.592,0.164,True,True,True,False,ok,A,True,True
simple_tomato__stay_0,Der_letzte_Zyklus,data\Der_letzte_Zyklus\grabaciones\simple_tomato__stay.npz,simple_tomato__stay,npz,"(250, 96)",96,250,0,5,simple_tomato,unknown,6714,1,False,80.0,4.0,60,239,0.536,0.168,True,True,True,False,ok,A,True,True
small_corridor__greedy_full_task_0,Der_letzte_Zyklus,data\Der_letzte_Zyklus\grabaciones\small_corridor__greedy_full_task.npz,small_corridor__greedy_full_task,npz,"(250, 96)",96,250,0,5,small_corridor,unknown,6715,1,False,40.0,2.0,199,216,0.544,0.04,True,True,True,False,ok,A,True,True
small_corridor__stay_0,Der_letzte_Zyklus,data\Der_letzte_Zyklus\grabaciones\small_corridor__stay.npz,small_corridor__stay,npz,"(250, 96)",96,250,0,5,small_corridor,unknown,6716,1,False,0.0,0.0,-1,-1,0.756,0.008,True,True,True,False,zero_reward|long_repeat_129,D,False,True
soup_coordination__greedy_full_task_0,Der_letzte_Zyklus,data\Der_letzte_Zyklus\grabaciones\soup_coordination__greedy_full_task.npz,soup_coordination__greedy_full_task,npz,"(250, 96)",96,250,0,5,soup_coordination,unknown,6718,1,False,0.0,0.0,-1,-1,0.808,0.108,True,True,True,False,high_stay|zero_reward|long_repeat_59,D,False,True
soup_coordination__random_motion_0,Der_letzte_Zyklus,data\Der_letzte_Zyklus\grabaciones\soup_coordination__random_motion.npz,soup_coordination__random_motion,npz,"(250, 96)",96,250,0,5,soup_coordination,unknown,6717,1,False,156.0,7.8,113,197,0.588,0.124,True,True,True,False,ok,A,True,True
tutorial_0__random_motion_0,Der_letzte_Zyklus,data\Der_letzte_Zyklus\grabaciones\tutorial_0__random_motion.npz,tutorial_0__random_motion,npz,"(250, 96)",96,250,0,5,tutorial_0,unknown,6720,1,False,126.0,6.3,116,149,0.488,0.156,True,True,True,False,ok,A,True,True
tutorial_0__stay_0,Der_letzte_Zyklus,data\Der_letzte_Zyklus\grabaciones\tutorial_0__stay.npz,tutorial_0__stay,npz,"(250, 96)",96,250,0,5,tutorial_0,unknown,6719,1,False,189.0,9.45,116,233,0.488,0.176,True,True,True,False,ok,A,True,True
asymmetric_advantages_20260522_145212_0,Diealis_Pegalon_Army,data\Diealis_Pegalon_Army\Grabaciones\asymmetric_advantages_20260522_145212.npz,asymmetric_advantages_20260522_145212,npz,"(250, 96)",96,250,0,5,asymmetric_advantages,unknown,1015,1,False,0.0,0.0,-1,-1,0.512,0.136,True,True,True,False,zero_reward,C,True,True
asymmetric_advantages_20260522_145306_0,Diealis_Pegalon_Army,data\Diealis_Pegalon_Army\Grabaciones\asymmetric_advantages_20260522_145306.npz,asymmetric_advantages_20260522_145306,npz,"(250, 96)",96,250,0,5,asymmetric_advantages,unknown,1016,1,False,40.0,2.0,155,194,0.532,0.128,True,True,True,False,ok,A,True,True
cocina_redonda_20260522_143942_0,Diealis_Pegalon_Army,data\Diealis_Pegalon_Army\Grabaciones\cocina_redonda_20260522_143942.npz,cocina_redonda_20260522_143942,npz,"(250, 96)",96,250,0,5,,unknown,1001,1,False,40.0,2.0,127,162,0.48,0.136,True,True,True,False,ok,A,True,True
cocina_redonda_20260522_144040_0,Diealis_Pegalon_Army,data\Diealis_Pegalon_Army\Grabaciones\cocina_redonda_20260522_144040.npz,cocina_redonda_20260522_144040,npz,"(250, 96)",96,250,0,5,,unknown,1002,1,False,20.0,1.0,190,190,0.42,0.16,True,True,True,False,ok,B,True,True
coordination_ring_20260522_145024_0,Diealis_Pegalon_Army,data\Diealis_Pegalon_Army\Grabaciones\coordination_ring_20260522_145024.npz,coordination_ring_20260522_145024,npz,"(250, 96)",96,250,0,5,coordination_ring,unknown,1013,1,False,80.0,4.0,83,209,0.488,0.1,True,True,True,False,ok,A,True,True
coordination_ring_20260522_145118_0,Diealis_Pegalon_Army,data\Diealis_Pegalon_Army\Grabaciones\coordination_ring_20260522_145118.npz,coordination_ring_20260522_145118,npz,"(250, 96)",96,250,0,5,coordination_ring,unknown,1014,1,False,60.0,3.0,79,195,0.56,0.1,True,True,True,False,ok,A,True,True
counter_circuit_20260522_145402_0,Diealis_Pegalon_Army,data\Diealis_Pegalon_Army\Grabaciones\counter_circuit_20260522_145402.npz,counter_circuit_20260522_145402,npz,"(250, 96)",96,250,0,5,counter_circuit,unknown,1017,1,False,68.0,3.4,164,164,0.544,0.076,True,True,True,False,ok,A,True,True
counter_circuit_20260522_145456_0,Diealis_Pegalon_Army,data\Diealis_Pegalon_Army\Grabaciones\counter_circuit_20260522_145456.npz,counter_circuit_20260522_145456,npz,"(250, 96)",96,250,0,5,counter_circuit,unknown,1018,1,False,55.0,2.75,164,164,0.564,0.06,True,True,True,False,ok,A,True,True
cramped_room_20260522_144834_0,Diealis_Pegalon_Army,data\Diealis_Pegalon_Army\Grabaciones\cramped_room_20260522_144834.npz,cramped_room_20260522_144834,npz,"(250, 96)",96,250,0,5,cramped_room,unknown,1011,1,False,100.0,5.0,47,238,0.548,0.152,True,True,True,False,ok,A,True,True
cramped_room_20260522_144928_0,Diealis_Pegalon_Army,data\Diealis_Pegalon_Army\Grabaciones\cramped_room_20260522_144928.npz,cramped_room_20260522_144928,npz,"(250, 96)",96,250,0,5,cramped_room,unknown,1012,1,False,0.0,0.0,-1,-1,0.816,0.048,True,True,True,False,high_stay|zero_reward|long_repeat_84,D,False,True
doble_olla_20260522_144453_0,Diealis_Pegalon_Army,data\Diealis_Pegalon_Army\Grabaciones\doble_olla_20260522_144453.npz,doble_olla_20260522_144453,npz,"(250, 96)",96,250,0,5,,unknown,1007,1,False,100.0,5.0,65,248,0.6,0.1,True,True,True,False,ok,A,True,True
doble_olla_20260522_144549_0,Diealis_Pegalon_Army,data\Diealis_Pegalon_Army\Grabaciones\doble_olla_20260522_144549.npz,doble_olla_20260522_144549,npz,"(250, 96)",96,250,0,5,,unknown,1008,1,False,40.0,2.0,116,178,0.56,0.132,True,True,True,False,ok,A,True,True
esquina_l_20260522_144257_0,Diealis_Pegalon_Army,data\Diealis_Pegalon_Army\Grabaciones\esquina_l_20260522_144257.npz,esquina_l_20260522_144257,npz,"(250, 96)",96,250,0,5,,unknown,1005,1,False,40.0,2.0,127,172,0.424,0.176,True,True,True,False,ok,A,True,True
esquina_l_20260522_144355_0,Diealis_Pegalon_Army,data\Diealis_Pegalon_Army\Grabaciones\esquina_l_20260522_144355.npz,esquina_l_20260522_144355,npz,"(250, 96)",96,250,0,5,,unknown,1006,1,False,20.0,1.0,160,160,0.5,0.136,True,True,True,False,ok,B,True,True
mini_reto_20260522_144643_0,Diealis_Pegalon_Army,data\Diealis_Pegalon_Army\Grabaciones\mini_reto_20260522_144643.npz,mini_reto_20260522_144643,npz,"(250, 96)",96,250,0,5,,unknown,1009,1,False,60.0,3.0,37,228,0.556,0.148,True,True,True,False,ok,A,True,True
mini_reto_20260522_144739_0,Diealis_Pegalon_Army,data\Diealis_Pegalon_Army\Grabaciones\mini_reto_20260522_144739.npz,mini_reto_20260522_144739,npz,"(250, 96)",96,250,0,5,,unknown,1010,1,False,20.0,1.0,171,171,0.48,0.176,True,True,True,False,ok,B,True,True
salon_amplio_20260522_144102_0,Diealis_Pegalon_Army,data\Diealis_Pegalon_Army\Grabaciones\salon_amplio_20260522_144102.npz,salon_amplio_20260522_144102,npz,"(1, 96)",96,1,4,4,,unknown,1003,1,False,0.0,0.0,-1,-1,1.0,0.0,True,True,True,False,high_stay|no_interact|zero_reward,D,False,True
salon_amplio_20260522_144159_0,Diealis_Pegalon_Army,data\Diealis_Pegalon_Army\Grabaciones\salon_amplio_20260522_144159.npz,salon_amplio_20260522_144159,npz,"(250, 96)",96,250,0,5,,unknown,1004,1,False,80.0,4.0,112,237,0.452,0.136,True,True,True,False,ok,A,True,True
simple_o_20260522_145550_0,Diealis_Pegalon_Army,data\Diealis_Pegalon_Army\Grabaciones\simple_o_20260522_145550.npz,simple_o_20260522_145550,npz,"(250, 96)",96,250,0,5,simple_o,unknown,1019,1,False,40.0,2.0,42,71,0.728,0.08,True,True,True,False,long_repeat_119,A,True,True
simple_o_20260522_145645_0,Diealis_Pegalon_Army,data\Diealis_Pegalon_Army\Grabaciones\simple_o_20260522_145645.npz,simple_o_20260522_145645,npz,"(250, 96)",96,250,0,5,simple_o,unknown,1020,1,False,100.0,5.0,38,187,0.616,0.128,True,True,True,False,ok,A,True,True
asymmetric_advantages_20260524_173949_0,Diptongo,data\Diptongo\data\asymmetric_advantages_20260524_173949.npz,asymmetric_advantages_20260524_173949,npz,"(250, 96)",96,250,0,5,asymmetric_advantages,unknown,67,1,False,20.0,1.0,213,213,0.552,0.08,True,True,True,False,ok,B,True,True
asymmetric_advantages_20260524_174040_0,Diptongo,data\Diptongo\data\asymmetric_advantages_20260524_174040.npz,asymmetric_advantages_20260524_174040,npz,"(250, 96)",96,250,0,5,asymmetric_advantages,unknown,68,1,False,40.0,2.0,131,189,0.496,0.108,True,True,True,False,ok,A,True,True
coordination_ring_20260524_174131_0,Diptongo,data\Diptongo\data\coordination_ring_20260524_174131.npz,coordination_ring_20260524_174131,npz,"(250, 96)",96,250,0,5,coordination_ring,unknown,69,1,False,20.0,1.0,166,166,0.516,0.076,True,True,True,False,ok,B,True,True
coordination_ring_20260524_174221_0,Diptongo,data\Diptongo\data\coordination_ring_20260524_174221.npz,coordination_ring_20260524_174221,npz,"(250, 96)",96,250,0,5,coordination_ring,unknown,70,1,False,20.0,1.0,143,143,0.428,0.076,True,True,True,False,ok,B,True,True
